,Or2a,Or7a,Or9a,Or10a,Or13a,Or19a,Or22a,Or22b,Or23a,Or33a,Or33b,Or33c,Or35a,Or42a,Or42b,Or43a,Or43b,Or46a,Or47a,Or47b,Or49a,Or49b,Or59b,Or59c,Or65a,Or67a,Or67b,Or67c,Or67d,Or71a,Or82a,Or85a,Or85b,Or85d,Or85e,Or85f,Or88a,Or92a,Or98a,Gr21a.Gr63a,ab4B,Or69a,Ir31a,Ir41a,Ir75a,Ir75d,Ir76a,Ir84a,Ir92a,Ir64a.DC4,Ir64a.DP1m,Or83c
iso-eugenol,0.0,0.0,0.0,0.0374662750386924,0.0412579494060169,0.0242143064948761,0.187300835449843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830919818421991,0.0,0.0,0.0,0.0,0.137878214584909,0.0,0.0,0.0,0.0,0.0,0.0,0.0776121151369462,0.0,0.0,0.744041817851225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135132234471726,0.0,0.0,0.0237439076510835,0.312346437346437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-methylphenol,0.019347189468889,0.0727650214463949,0.0,0.2877641850808,0.0991757249979035,0.0789291923650688,0.222775579166511,0.0,0.0,0.0341189674523008,0.0511092804231255,0.0,0.0359548054355514,0.065700675884496,0.0650225486834854,0.0,0.178325810873665,0.603416124221907,0.0150196253820112,0.231528335612222,0.018028397298473,0.478748513839395,0.0381674377745261,0.0367192057939992,0.0,0.0,0.080273462681241,0.0709990086242188,0.0,0.670697027155511,0.0248920453317372,0.0,0.435912863039301,0.031742403483005,0.221014492753623,0.0,0.0,0.0168944904421208,0.0998952403585685,0.203058563579061,0.0141824135469022,0.584152334152334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-ethylphenol,0.0,0.307662634466162,0.0,0.0,0.0,0.0377988506927807,0.219317935653308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270516825549698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737511769102609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303278223076615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-propylphenol,0.0,0.0,0.0,0.0,0.064583937837423,0.0,0.212730630007579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162549681512611,0.0,0.0,0.0,0.0,0.100138613573902,0.0,0.0,0.0,0.0,0.0,0.0,0.151136830734785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214690727399768,0.0,0.0,0.0153597611277354,0.363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzonitrile,0.0,0.0,0.0,0.445453314396213,0.0736789965472806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785656793977618,0.0,0.0,0.0,0.0,0.196584260602031,0.0,0.0,0.0,0.0,0.0,0.0,0.534795840582286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013397153927661,0.0,0.0,0.0214722672383404,0.511977886977887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl jasmonate,0.0,0.0,0.0,0.113489077456708,0.0945664041980576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281056060079052,0.0,0.0,0.0,0.0,0.195885379101827,0.0,0.0,0.0,0.0,0.0,0.0,0.488403562887682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201714211368032,0.0,0.0,0.304502434920115,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl jasmonate,0.0,0.0,0.0,0.0,0.0,0.115032254866611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzyl acetate,0.0,0.0,0.0,0.0,0.0,0.0653713267283111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868739500883698,0.0,0.0,0.0,0.0,0.057069467336765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-propylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358408925033886,0.0,0.0,0.0,0.0,0.0,0.0575189390375305,0.0,0.0,0.0,0.0745285743219978,0.0,0.0341330045073227,0.0,0.0,0.0,0.0,0.0,0.271306071581539,0.0,0.0,0.0,0.0428885402408731,0.0579710144927536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-ethylphenol,0.0,0.0,0.0,0.17268186631662,0.0486516869793231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198671832959858,0.0,0.0,0.0,0.0,0.0299642878340234,0.0,0.0,0.0,0.0,0.0,0.0,0.287246818236355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105448280815875,0.0,0.0,0.0185131567006881,0.356265356265356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methanol,0.0735240766679846,0.113257065533973,0.151476145908544,0.0690365531589286,0.0,0.0759414325554937,0.195089940773185,0.0,0.0128777425612715,0.0,0.154429804678895,0.0,0.184766242607546,0.0,0.0,0.0860138664118367,0.0705972588704249,0.0,0.0726767036154303,0.144687431236423,0.0,0.0689546991035551,0.0576337441832341,0.0,0.0692881563970985,0.0177482333048899,0.0,0.0503900030651769,0.0,0.0,0.0274735182244507,0.0919423464670279,0.0607944562956826,0.0,0.0,0.0548138747371874,0.0396773518415229,0.0,0.029829137289877,0.129622479401401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
ethanol,0.0590076255642445,0.130333679507387,0.13990293247772,0.0878416060344927,0.0,0.0788603576571719,0.195089940773185,0.0,0.0324419312052684,0.0,0.155736423919926,0.0,0.171782323747888,0.0,0.0,0.060842411831428,0.062151697619806,0.0,0.0610550194812067,0.141936809684191,0.0,0.0590378680945079,0.0449894585249706,0.0,0.0660576345477512,0.0196221933680312,0.0,0.0626296716385824,0.0,0.0,0.0545393001672013,0.100788198297548,0.0945356323420958,0.0,0.0,0.041419000984427,0.0313907898095472,0.0,0.0237468437938423,0.129622479401401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
1-propanol,0.134463764754304,0.380138908004957,0.224167530060049,0.0521435676245944,0.0,0.111938664433705,0.202229336481477,0.0,0.0300480659763001,0.0,0.132612355406573,0.0,0.239545582018779,0.0,0.0,0.0413816010807593,0.18264991317811,0.0,0.0814204319126974,0.152587163828852,0.0,0.0590378680945079,0.0423043388383127,0.0,0.0423089190901143,0.0415471248918793,0.0,0.115753973432072,0.0,0.0,0.0575822533522719,0.0457087530072997,0.161897007082224,0.0,0.0,0.100128668409784,0.0438206328575108,0.0,0.00314221297381237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875576036866359
1-butanol,0.12649633263733,0.320634214995317,0.341980582243258,0.0612842330435179,0.295378292914381,0.201962015599073,0.354919741320664,0.0,0.196835224560548,0.0341189674523008,0.0644997526634122,0.0,0.711310200536138,0.310356115645706,0.0699209390978776,0.090697297193029,0.337511684505102,0.0,0.121800444476647,0.133133080608284,0.0947331016039647,0.0837634672389045,0.108049018643169,0.0,0.0527466368479647,0.149645705389355,0.577767227267069,0.0992626776314475,0.0,0.0551650912415683,0.0979659584277103,0.0530356666894407,0.193429879043267,0.0,0.0,0.116184781191774,0.0562504759054745,0.0198720355047079,0.0446875600195059,0.210255796641218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668202764977
1-pentanol,0.140169146144565,0.344035471281247,0.455455903653503,0.0852099848342119,0.0,0.284895216458031,0.478342991385263,0.0,0.267244386299691,0.0,0.163659085504117,0.0,0.647701716758841,0.0,0.0,0.355425240737042,0.460580145063501,0.0,0.218890920826705,0.10987992901905,0.0,0.13560630965554,0.13985515417127,0.0,0.0627897915596035,0.295501248979606,0.0,0.43836778798461,0.0,0.0,0.173214474384953,0.182116329103352,0.573105842010243,0.0,0.0,0.216203737280999,0.0728235999694261,0.0,0.2480254991191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230414746543779
1-hexanol,0.149254969038408,0.164722348273012,0.335822742393277,0.0710999566091383,0.599650823378702,0.351913316959345,0.257865607047366,0.0615942028985507,0.21728023912051,0.0298540965207632,0.0217158276667273,0.0,0.789691645960852,0.478508048878733,0.226799530468089,0.546342010665621,0.347231242186799,0.0,0.173094480537909,0.0742765128862642,0.143377041145825,0.0731613970941628,0.069328118747393,0.0,0.0809036379503007,0.304103955909737,0.792348796205842,0.197406308244312,0.0,0.148959127577534,0.068782089059358,0.521108651461591,0.656577025121018,0.0,0.0,0.239408696051403,0.088812237799066,0.0779990188123613,0.458024652118617,0.0742341047933169,0.0432142402610165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668202764977
1-octanol,0.0519266473802894,0.0464624585725946,0.136973575135186,0.0462377564321394,0.0,0.314639283522443,0.157901910574765,0.0,0.0214629042687858,0.0,0.054293581094697,0.0,0.746889120415067,0.0,0.0,0.0462606170996042,0.158441416097466,0.0,0.0552595184246632,0.104173035834625,0.0,0.0505124366988495,0.00364929644701877,0.0,0.0458349178600955,0.109452968928732,0.0,0.0333765043607796,0.0,0.0,0.112355410683542,0.0600556346813875,0.192213653676207,0.0,0.0,0.0669366120121212,0.014702690403909,0.0,0.0879768154927999,0.142120307979525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184331797235023
2-pentanol,0.148830391504314,0.182467694749558,0.577014173673873,0.100829839384497,0.0,0.260045630657562,0.3261082086835,0.0,0.196835224560548,0.0,0.167687093471725,0.0,0.570536570620269,0.0,0.0,0.414444480888966,0.684514543650106,0.0,0.26536475090959,0.0971163470029459,0.0,0.110811771406688,0.10489451928047,0.0,0.0849316081354131,0.0856709856853481,0.0,0.373606460914874,0.0,0.0,0.188429240310305,0.176839296996094,0.488793181175554,0.0,0.0,0.23352498648139,0.0666086784454442,0.0,0.267321223269041,0.0,0.309469585037859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308755760368664
