,pre_root_id,post_root_id,neuropil,syn_count,nt_type
17374,720575940627000582,720575940611379569,AL_L,15,ACH
17375,720575940616486795,720575940611079236,AL_L,30,SER
17377,720575940615629173,720575940633294796,AL_R,8,ACH
17410,720575940624598460,720575940633294796,AL_R,5,ACH
17412,720575940623797321,720575940614309535,AL_L,14,ACH
17415,720575940629904748,720575940615255993,AL_R,8,SER
17447,720575940643977070,720575940638128474,AL_L,6,ACH
17448,720575940615171084,720575940632795532,AL_L,6,ACH
17478,720575940612700450,720575940623000858,AL_L,7,SER
17481,720575940628009771,720575940630407388,AL_R,5,ACH
17503,720575940627606375,720575940638128474,AL_L,8,ACH
17527,720575940635094426,720575940638633535,AL_L,20,SER
17532,720575940606001074,720575940633294796,AL_R,5,ACH
17534,720575940621307230,720575940631497078,AL_L,5,ACH
17545,720575940626631441,720575940631193052,AL_R,25,ACH
17552,720575940622219478,720575940615189465,AL_R,19,ACH
17553,720575940631595562,720575940626986885,AL_R,31,ACH
17588,720575940638116723,720575940620103590,AL_L,25,ACH
17591,720575940627370027,720575940618757666,AL_L,6,ACH
17600,720575940616578777,720575940632167085,AL_R,18,ACH
17639,720575940621126527,720575940629926159,AL_L,7,ACH
17642,720575940643977070,720575940609890315,AL_R,7,ACH
17643,720575940625215416,720575940635945919,AL_L,7,ACH
17649,720575940637355497,720575940638677070,AL_L,7,ACH
17664,720575940646514740,720575940632795532,AL_L,10,ACH
17675,720575940631240296,720575940609282825,AL_R,10,ACH
17682,720575940611157466,720575940627042064,AL_R,28,ACH
17709,720575940623747086,720575940614956072,AL_R,11,ACH
17712,720575940644262935,720575940644258327,AL_L,8,ACH
17720,720575940638455459,720575940633294796,AL_R,12,ACH
17741,720575940628202089,720575940634545890,AL_R,12,ACH
17743,720575940631406673,720575940612355507,AL_R,7,ACH
17746,720575940625889625,720575940616169578,AL_L,11,ACH
17748,720575940623464683,720575940618865112,AL_R,24,ACH
17755,720575940633837247,720575940609282825,AL_R,9,ACH
17756,720575940616377942,720575940611703080,AL_R,13,ACH
17761,720575940611762329,720575940641592795,AL_L,6,ACH
17772,720575940616924701,720575940623788040,AL_L,8,ACH
17773,720575940628281860,720575940635945919,AL_L,5,ACH
17828,720575940626012433,720575940630407388,AL_R,5,ACH
17830,720575940630339525,720575940605102694,AL_L,12,ACH
17831,720575940633509949,720575940615669972,AL_L,9,ACH
17832,720575940644683031,720575940621185050,AL_L,6,ACH
17841,720575940637771829,720575940606267659,AL_L,6,ACH
17851,720575940622332771,720575940623636701,AL_L,5,ACH
17862,720575940627598891,720575940632403986,AL_R,1,GABA
17865,720575940623464683,720575940633294796,AL_R,7,ACH
17877,720575940629199810,720575940620541349,AL_L,6,SER
17878,720575940628358406,720575940630549370,AL_R,23,ACH
17884,720575940610015586,720575940631683927,AL_R,8,ACH
17886,720575940608324994,720575940619456728,AL_R,12,ACH
17907,720575940625176250,720575940620638335,AL_L,5,SER
17920,720575940631217782,720575940633294796,AL_R,5,ACH
17924,720575940622651389,720575940623636701,AL_R,25,SER
17946,720575940622564621,720575940616169578,AL_L,12,SER
17964,720575940613053393,720575940633294796,AL_R,6,ACH
17974,720575940627213736,720575940622368792,AL_L,21,ACH
17981,720575940627455400,720575940633294796,AL_R,5,SER
17998,720575940627214891,720575940632007983,AL_R,8,ACH
18050,720575940623367607,720575940637231593,AL_L,13,ACH
18073,720575940629043817,720575940604431584,AL_L,13,ACH
18076,720575940632108205,720575940632795532,AL_L,6,ACH
18086,720575940625813081,720575940630895055,AL_R,14,ACH
18094,720575940623037283,720575940630066007,AL_R,5,ACH
18112,720575940626107800,720575940631683927,AL_R,3,ACH
18118,720575940638773693,720575940632403986,AL_R,5,ACH
18121,720575940635705963,720575940633294796,AL_R,5,ACH
18123,720575940616377942,720575940633741229,AL_R,5,ACH
18125,720575940629337470,720575940617179451,AL_L,20,ACH
18132,720575940644683031,720575940613345442,AL_L,11,ACH
18138,720575940631934023,720575940623000858,AL_L,6,ACH
18143,720575940626582088,720575940644961588,AL_L,10,ACH
18147,720575940628621316,720575940630407388,AL_R,9,ACH
18149,720575940621378580,720575940623000858,AL_L,8,ACH
18155,720575940613798195,720575940611379569,AL_L,9,ACH
18169,720575940619150040,720575940632403986,AL_R,45,ACH
18177,720575940637728063,720575940632403986,AL_R,14,ACH
18181,720575940625127354,720575940623636701,AL_L,5,SER
18183,720575940639118653,720575940631907159,AL_R,6,ACH
18216,720575940619451233,720575940623636701,AL_R,1,ACH
18229,720575940633024924,720575940603985952,AL_L,28,ACH
18233,720575940615696490,720575940623000858,AL_L,6,GABA
18255,720575940613736941,720575940623636701,AL_L,7,ACH
18262,720575940612137714,720575940617917760,AL_R,17,ACH
18274,720575940629918762,720575940634545890,AL_R,10,ACH
18276,720575940619318619,720575940612732273,AL_L,5,ACH
18281,720575940638974848,720575940637526190,AL_L,7,ACH
18319,720575940627629315,720575940617179451,AL_L,17,ACH
18321,720575940622695861,720575940638128474,AL_L,5,ACH
18326,720575940622687880,720575940617917760,AL_R,11,ACH
18329,720575940628264721,720575940628200506,AL_L,12,ACH
18330,720575940620030384,720575940632403986,AL_L,5,SER
18337,720575940605724081,720575940617343316,AL_R,12,SER
18381,720575940611475370,720575940623636701,AL_R,15,ACH
18388,720575940630132754,720575940619456728,AL_R,17,ACH
18394,720575940611905138,720575940640415859,AL_R,5,ACH
18424,720575940661296001,720575940630493818,AL_R,25,ACH
18429,720575940620511732,720575940621061285,AL_L,6,DA
18433,720575940623090412,720575940628914692,AL_L,6,ACH
18437,720575940633802045,720575940626143806,AL_L,19,ACH
18454,720575940645686564,720575940611379569,AL_L,26,ACH
18461,720575940607697282,720575940631742156,AL_R,5,ACH
18479,720575940618640542,720575940623000858,AL_L,6,ACH
18490,720575940619434689,720575940632795532,AL_L,5,ACH
18518,720575940617172381,720575940630547909,AL_R,6,ACH
18533,720575940628601344,720575940631526215,AL_R,6,ACH
18585,720575940654436769,720575940619061662,AL_R,5,SER
18679,720575940622198664,720575940637469254,AL_R,5,ACH
18690,720575940627000582,720575940631683927,AL_L,1,ACH
18723,720575940617208098,720575940632698797,AL_R,20,ACH
18737,720575940604645478,720575940623636701,AL_R,6,ACH
18738,720575940615711093,720575940637208718,AL_L,5,SER
18748,720575940611830937,720575940613167007,AL_L,22,ACH
18760,720575940619219627,720575940631619921,AL_L,5,ACH
18798,720575940623062749,720575940638633535,AL_L,25,SER
18804,720575940659164545,720575940640803200,AL_R,7,ACH
18810,720575940638099940,720575940612355507,AL_R,5,ACH
18815,720575940613539478,720575940638633535,AL_L,18,SER
18817,720575940617166882,720575940607687260,AL_R,18,ACH
18827,720575940633883744,720575940640639293,AL_L,5,ACH
18828,720575940622262593,720575940630770042,AL_L,54,ACH
18830,720575940632733651,720575940632403986,AL_L,7,ACH
18837,720575940629226044,720575940623636701,AL_R,8,ACH
18841,720575940621368685,720575940612355507,AL_R,5,ACH
18896,720575940630991308,720575940614956072,AL_R,8,ACH
18914,720575940617454114,720575940623000858,AL_L,8,ACH
18919,720575940614427055,720575940630407388,AL_R,5,SER
18924,720575940628953210,720575940618757666,AL_L,8,ACH
18927,720575940610189358,720575940632698797,AL_R,25,ACH
18931,720575940619812487,720575940612637554,AL_R,5,ACH
18955,720575940624121358,720575940622287142,AL_R,15,ACH
18973,720575940609590596,720575940623636701,AL_R,13,ACH
18996,720575940614410719,720575940634710629,AL_R,14,SER
19001,720575940620805545,720575940612699761,AL_R,7,SER
19006,720575940632063396,720575940633294796,AL_R,5,ACH
19018,720575940620421153,720575940632403986,AL_R,23,ACH
19028,720575940624595132,720575940630097103,AL_R,27,SER
19032,720575940618512331,720575940623636701,AL_R,6,ACH
19051,720575940622276791,720575940619071005,AL_R,50,SER
19055,720575940623302669,720575940632403986,AL_L,1,SER
19063,720575940625368578,720575940623636701,AL_L,14,ACH
19072,720575940624963917,720575940610048981,AL_L,17,SER
19101,720575940614110866,720575940619280705,AL_R,12,SER
19103,720575940620572933,720575940609282825,AL_R,5,ACH
19108,720575940628953210,720575940623636701,AL_R,4,ACH
19116,720575940628961644,720575940640803200,AL_R,5,ACH
19133,720575940644512791,720575940633804212,AL_L,14,ACH
19161,720575940621611614,720575940609282825,AL_R,5,ACH
19169,720575940638719064,720575940642086389,AL_R,27,ACH
19173,720575940616377942,720575940618499238,AL_R,24,ACH
19183,720575940614053149,720575940607990229,AL_L,30,DA
19188,720575940631003723,720575940623636701,AL_L,15,ACH
19209,720575940625709720,720575940620103590,AL_L,14,ACH
19210,720575940619789248,720575940632795532,AL_L,10,ACH
19212,720575940628961644,720575940624941244,AL_R,17,ACH
19237,720575940628202089,720575940642046453,AL_L,22,ACH
19244,720575940636809950,720575940623636701,AL_R,3,ACH
19251,720575940632224031,720575940623636701,AL_L,1,SER
19255,720575940625383299,720575940611079236,AL_L,28,SER
19265,720575940629239852,720575940623788040,AL_L,5,ACH
19278,720575940635705963,720575940610052266,AL_R,5,ACH
19281,720575940633998687,720575940632698797,AL_R,8,SER
19287,720575940617534676,720575940623788040,AL_L,13,ACH
19303,720575940620981274,720575940641592795,AL_L,10,ACH
19305,720575940619318619,720575940635664046,AL_L,12,ACH
19355,720575940626860487,720575940644961588,AL_L,12,ACH
19361,720575940626769304,720575940625402501,AL_R,5,ACH
19373,720575940631406673,720575940626034819,AL_L,5,SER
19383,720575940645808931,720575940623636701,AL_L,5,ACH
19385,720575940632091951,720575940631683927,AL_R,15,ACH
19389,720575940618293883,720575940606762686,AL_R,33,ACH
19406,720575940621307230,720575940617903168,AL_R,36,ACH
19429,720575940619789248,720575940623788040,AL_L,6,SER
19432,720575940635593358,720575940609282825,AL_R,6,ACH
19434,720575940629350782,720575940634545890,AL_R,7,ACH
19465,720575940623638967,720575940613804259,AL_R,5,ACH
19469,720575940632510163,720575940624450342,AL_L,6,SER
19485,720575940615380530,720575940633741229,AL_R,8,ACH
19497,720575940622262593,720575940618385620,AL_L,5,ACH
19537,720575940631240296,720575940619071005,AL_R,47,ACH
19546,720575940620217782,720575940605758142,AL_R,9,ACH
19550,720575940635114347,720575940633294796,AL_R,11,ACH
19569,720575940635277998,720575940622368792,AL_L,18,ACH
19593,720575940611114389,720575940617781383,AL_R,13,ACH
19605,720575940610412386,720575940621185050,AL_L,6,ACH
19611,720575940619331163,720575940618295454,AL_L,11,ACH
19617,720575940629567473,720575940624079821,AL_L,5,ACH
19687,720575940624442000,720575940634545890,AL_R,6,ACH
19689,720575940625670842,720575940624057853,AL_L,7,ACH
19694,720575940620148059,720575940634545890,AL_R,13,ACH
19696,720575940626907923,720575940634325087,AL_R,8,ACH
19738,720575940625271845,720575940625564676,AL_R,8,ACH
19746,720575940634057976,720575940605758142,AL_R,10,ACH
19752,720575940623638967,720575940624079821,AL_L,12,ACH
19786,720575940627363349,720575940634545890,AL_R,9,ACH
19787,720575940615696490,720575940631683927,LAL_L,5,ACH
19788,720575940617234077,720575940638624189,AL_R,24,SER
19807,720575940629162870,720575940642086389,AL_R,19,ACH
19809,720575940644902179,720575940623636701,AL_R,5,ACH
19818,720575940618784891,720575940624057853,AL_L,11,ACH
19828,720575940616886228,720575940638624189,AL_R,9,SER
19846,720575940620133568,720575940611379569,AL_L,6,ACH
19857,720575940626199059,720575940634545890,AL_R,9,ACH
19879,720575940645686564,720575940632403986,AL_R,1,GABA
19903,720575940614325138,720575940632698797,AL_R,6,ACH
19905,720575940622604749,720575940632198442,AL_L,7,ACH
19923,720575940615171084,720575940611379569,AL_L,6,ACH
19928,720575940633509407,720575940632403986,AL_L,10,ACH
19933,720575940626199059,720575940623636701,AL_L,1,ACH
19945,720575940629182402,720575940611379569,AL_L,5,SER
19947,720575940622198664,720575940637208718,AL_L,7,SER
19951,720575940616653030,720575940624200974,AL_L,6,ACH
19958,720575940630107131,720575940632403986,AL_L,12,ACH
19982,720575940614155882,720575940637526190,AL_L,40,ACH
19993,720575940627163560,720575940631683927,AL_R,9,ACH
19995,720575940629271863,720575940632403986,AL_R,9,ACH
20003,720575940631925096,720575940617175965,AL_R,1,ACH
20046,720575940628184040,720575940616169578,AL_L,6,ACH
20049,720575940632063396,720575940637602650,AL_L,6,ACH
20051,720575940627811995,720575940606649865,AL_R,8,ACH
20053,720575940620255092,720575940630778428,AL_L,7,SER
20078,720575940624739728,720575940623000858,AL_L,12,ACH
20106,720575940623567945,720575940623000858,AL_L,10,ACH
20155,720575940612455917,720575940625251401,AL_L,5,ACH
20198,720575940632091951,720575940623636701,AL_R,1,ACH
20203,720575940618728395,720575940623636701,AL_R,1,ACH
20255,720575940632043832,720575940616758322,AL_R,6,ACH
20303,720575940626282298,720575940632403986,AL_R,1,ACH
20346,720575940624367347,720575940640032896,AL_L,5,SER
20366,720575940617626781,720575940630066007,AL_R,10,ACH
20379,720575940623274935,720575940632835688,AL_R,17,ACH
20381,720575940639506776,720575940631930828,AL_L,7,ACH
20392,720575940635170679,720575940617781383,AL_R,7,SER
20421,720575940645808931,720575940623707575,AL_R,14,ACH
20423,720575940622540969,720575940614756589,AL_R,6,ACH
20432,720575940645325603,720575940640971995,AL_L,6,ACH
20444,720575940612692915,720575940630547909,AL_R,5,ACH
20446,720575940620217782,720575940609282825,AL_R,18,ACH
20459,720575940629965788,720575940612197374,AL_R,28,ACH
20462,720575940632110637,720575940614576396,AL_R,5,SER
20472,720575940645431075,720575940634545890,AL_R,10,ACH
20475,720575940617479169,720575940612699761,AL_R,8,SER
20477,720575940615171084,720575940636873791,AL_L,25,ACH
20482,720575940610464195,720575940620467438,AL_L,13,ACH
20494,720575940610756814,720575940617205179,AL_L,5,DA
20496,720575940632308684,720575940616020795,AL_R,10,ACH
20502,720575940640262645,720575940640697808,AL_L,11,ACH
20516,720575940612700450,720575940627014949,AL_L,6,SER
20526,720575940623981576,720575940627844734,AL_L,22,ACH
20549,720575940616356281,720575940619637780,AL_R,24,ACH
20556,720575940636767856,720575940613804259,AL_R,6,ACH
20576,720575940633938657,720575940644362788,AL_L,7,ACH
20582,720575940628429056,720575940611379569,AL_L,12,ACH
20595,720575940626812072,720575940608845525,AL_L,20,ACH
20611,720575940633938657,720575940627265274,AL_L,6,ACH
20621,720575940633353568,720575940635082871,AL_L,14,ACH
20626,720575940633367377,720575940632795532,AL_L,23,ACH
20648,720575940634761208,720575940630778428,AL_L,11,SER
20664,720575940613699807,720575940629111814,AL_R,6,ACH
20681,720575940630612280,720575940631683927,AL_R,5,SER
20687,720575940620912086,720575940632403986,AL_L,6,ACH
20696,720575940607818965,720575940609282825,AL_R,9,ACH
20720,720575940605309542,720575940632868563,AL_R,12,ACH
20733,720575940633867927,720575940635664046,AL_L,8,SER
20739,720575940617094429,720575940609454603,AL_L,27,ACH
20753,720575940612631761,720575940620595053,AL_L,15,ACH
20759,720575940624853600,720575940629068741,AL_R,6,ACH
20778,720575940645722660,720575940606267659,AL_L,10,ACH
20781,720575940649134969,720575940613590501,AL_L,7,SER
20785,720575940628690423,720575940630928715,AL_L,44,ACH
20790,720575940633837247,720575940630407388,AL_R,15,ACH
20809,720575940616220765,720575940616020795,AL_R,5,ACH
20832,720575940653913505,720575940628467611,AL_L,36,ACH
20860,720575940619903215,720575940617179451,AL_L,13,DA
20870,720575940653892257,720575940637602650,AL_L,5,ACH
20906,720575940633353568,720575940616020795,AL_R,6,ACH
20912,720575940608313611,720575940609282825,AL_R,5,ACH
20913,720575940619219627,720575940622726271,LAL_R,2,ACH
20918,720575940637226212,720575940617781383,AL_R,9,ACH
20936,720575940621740493,720575940620249941,AL_R,5,ACH
20941,720575940653892257,720575940633294796,AL_R,9,ACH
20957,720575940629567473,720575940605758142,AL_R,11,ACH
20960,720575940616311513,720575940631683927,AL_R,11,ACH
20972,720575940616713473,720575940623636701,AL_L,1,DA
20980,720575940607459849,720575940638128474,AL_L,14,ACH
20987,720575940636599182,720575940630407388,AL_R,6,ACH
20993,720575940628601344,720575940616169578,AL_L,5,ACH
21000,720575940611116386,720575940625014928,AL_R,11,ACH
21007,720575940626354954,720575940606590338,AL_R,29,ACH
21009,720575940621349590,720575940630407388,AL_R,7,ACH
21019,720575940609924306,720575940637136752,AL_R,7,ACH
21046,720575940625818426,720575940627035388,AL_L,10,ACH
21084,720575940615711093,720575940623303108,AL_R,7,ACH
21088,720575940628597291,720575940623000858,CRE_L,1,ACH
21095,720575940627253865,720575940613804259,AL_R,8,ACH
21099,720575940624975909,720575940633294796,AL_R,5,SER
21105,720575940653295009,720575940615073587,AL_L,6,ACH
21119,720575940620783898,720575940629279544,AL_R,13,ACH
21122,720575940622685367,720575940638624189,AL_R,14,SER
21130,720575940634818296,720575940635945919,AL_L,12,ACH
21163,720575940612881105,720575940623636701,AL_L,1,ACH
21167,720575940631413585,720575940618295454,AL_L,49,ACH
21184,720575940629350782,720575940606762686,AL_L,11,SER
21188,720575940629009769,720575940629111814,AL_R,6,SER
21198,720575940627452668,720575940603464672,AL_R,7,ACH
21203,720575940626534226,720575940623636701,AL_R,14,ACH
21205,720575940642599328,720575940631586858,AL_L,8,ACH
21210,720575940610700181,720575940639121571,AL_R,10,ACH
21218,720575940631680763,720575940610505170,AL_L,23,ACH
21219,720575940635399160,720575940608345778,AL_R,5,SER
21224,720575940633883744,720575940623636701,AL_R,23,ACH
21228,720575940619591872,720575940620541349,AL_L,9,SER
21231,720575940613664874,720575940623788040,AL_L,8,ACH
21254,720575940615825211,720575940615322674,AL_L,7,ACH
21270,720575940659164545,720575940632403986,AL_R,10,ACH
21288,720575940629453116,720575940628023685,AL_L,25,ACH
21292,720575940615809366,720575940632403986,AL_R,7,ACH
21297,720575940620023261,720575940632698797,AL_R,6,SER
21316,720575940633367377,720575940618615360,AL_R,14,ACH
21317,720575940628660224,720575940624330281,AL_R,7,ACH
21325,720575940633938657,720575940617175965,AL_L,5,ACH
21328,720575940631960290,720575940632403986,AL_R,17,ACH
21329,720575940613084625,720575940644362788,AL_L,5,ACH
21332,720575940627370027,720575940632403986,AL_L,12,ACH
21347,720575940626980358,720575940632403986,AL_L,5,ACH
21354,720575940625742725,720575940615160386,AL_L,11,ACH
21362,720575940643407520,720575940630549370,AL_R,19,SER
21366,720575940613201814,720575940609282825,AL_R,9,ACH
21389,720575940622685367,720575940638633535,AL_L,25,ACH
21398,720575940643757422,720575940628739560,AL_L,51,DA
21411,720575940629343799,720575940630407388,AL_R,14,ACH
21433,720575940609929426,720575940623636701,AL_R,6,ACH
21438,720575940618937649,720575940632403986,AL_L,4,ACH
21456,720575940626856721,720575940632795532,AL_L,16,ACH
21466,720575940633713087,720575940616169578,AL_L,7,ACH
21484,720575940634818296,720575940633190847,AL_R,66,ACH
21494,720575940628599296,720575940632007983,AL_L,2,ACH
21514,720575940625728899,720575940623636701,AL_L,4,ACH
21517,720575940615380530,720575940628420264,AL_R,8,ACH
21525,720575940619297963,720575940629279544,AL_R,10,ACH
21528,720575940629049335,720575940620541349,AL_L,5,ACH
21567,720575940620675711,720575940628524292,AL_L,44,ACH
21581,720575940639195776,720575940608341806,AL_L,10,ACH
21588,720575940619150040,720575940635983770,AL_R,46,ACH
21592,720575940610700181,720575940611372714,AL_L,8,ACH
21675,720575940634733537,720575940627604327,AL_L,14,ACH
21676,720575940645431075,720575940603985952,AL_L,23,SER
21679,720575940605915872,720575940623636701,AL_L,6,ACH
21681,720575940625368578,720575940611379569,AL_L,7,ACH
21688,720575940614426799,720575940629009513,AL_R,28,ACH
21716,720575940614548253,720575940627014949,AL_L,10,ACH
21717,720575940622262593,720575940611379569,AL_L,8,DA
21722,720575940622705335,720575940634545890,AL_R,11,ACH
21759,720575940626170826,720575940632795532,AL_L,5,ACH
21779,720575940628953210,720575940633741229,AL_R,5,ACH
21786,720575940617362150,720575940616169578,AL_L,10,ACH
21921,720575940623265258,720575940623636701,AL_R,4,ACH
21949,720575940629724411,720575940623636701,AL_R,11,ACH
21986,720575940628009771,720575940632403986,AL_R,4,ACH
22009,720575940612149014,720575940623650823,AL_R,5,ACH
22014,720575940630838570,720575940623543881,AL_R,5,ACH
22020,720575940628407375,720575940623636701,AL_R,15,ACH
22047,720575940621307230,720575940613167007,AL_L,20,ACH
22049,720575940619873472,720575940637208718,AL_L,5,ACH
22052,720575940632625837,720575940630340474,AL_R,6,ACH
22077,720575940638402357,720575940609890315,AL_R,5,ACH
22109,720575940625154283,720575940622726271,AL_R,59,ACH
22111,720575940619812487,720575940637136752,AL_R,9,ACH
22122,720575940610864533,720575940638128474,AL_L,9,ACH
22143,720575940631842119,720575940627031226,AL_L,5,ACH
22146,720575940626769064,720575940633294796,AL_R,7,ACH
22178,720575940631638034,720575940613804259,AL_R,6,ACH
22186,720575940628202089,720575940616079035,AL_L,5,ACH
22209,720575940638513752,720575940631683927,AL_L,5,ACH
22215,720575940607960843,720575940626115134,AL_R,10,ACH
22219,720575940619891041,720575940623636701,AL_R,15,ACH
22225,720575940620253311,720575940628914692,AL_L,6,ACH
22246,720575940630763390,720575940633294796,AL_R,16,ACH
22253,720575940626584904,720575940629279544,AL_R,10,ACH
22304,720575940618960555,720575940632243019,AL_L,6,ACH
22308,720575940632014284,720575940623636701,AL_L,6,ACH
22315,720575940614569414,720575940619385765,AL_L,7,ACH
22316,720575940628961644,720575940606762686,AL_L,9,ACH
22317,720575940612800153,720575940637602650,AL_L,5,ACH
22323,720575940632014284,720575940623788040,AL_L,7,ACH
22335,720575940618242353,720575940612699761,AL_R,15,ACH
22339,720575940611830937,720575940623000858,AL_L,8,ACH
22356,720575940640837027,720575940621256212,AL_L,39,ACH
22371,720575940628009771,720575940623902471,AL_R,17,ACH
22377,720575940639076669,720575940613167007,AL_L,21,ACH
22382,720575940628993900,720575940621256212,AL_L,27,ACH
22385,720575940610682578,720575940633294796,AL_R,10,SER
22389,720575940635159982,720575940623650823,AL_R,8,ACH
22397,720575940627322088,720575940630546540,AL_R,6,GABA
22399,720575940622685367,720575940637628762,AL_R,15,ACH
22401,720575940611353457,720575940627042064,AL_R,15,ACH
22415,720575940629151031,720575940628077568,AL_L,40,ACH
22418,720575940611177386,720575940630549370,AL_R,27,DA
22439,720575940613875858,720575940632403986,AL_L,9,ACH
22445,720575940621625349,720575940622785062,AL_L,10,ACH
22453,720575940611844886,720575940627035388,AL_L,8,ACH
22470,720575940634884971,720575940640804853,AL_L,7,ACH
22473,720575940628431671,720575940640803200,AL_R,9,ACH
22481,720575940633671319,720575940637056887,AL_L,46,ACH
22491,720575940617038593,720575940609447179,AL_R,21,ACH
22493,720575940637887872,720575940617175965,AL_L,6,ACH
22497,720575940619385583,720575940624435128,AL_R,6,ACH
22499,720575940631925132,720575940623636701,AL_R,5,ACH
22505,720575940629009786,720575940613590501,AL_L,8,ACH
22527,720575940616439697,720575940628420264,AL_R,5,ACH
22530,720575940628660224,720575940611022515,AL_L,44,ACH
22537,720575940615681366,720575940616169578,AL_L,6,ACH
22546,720575940629567473,720575940637864355,AL_R,30,ACH
22561,720575940616439697,720575940632403986,AL_L,6,ACH
22571,720575940630696901,720575940646576436,AL_R,8,ACH
22578,720575940613396130,720575940609447179,AL_R,15,ACH
22600,720575940637887872,720575940634771552,AL_L,17,ACH
22606,720575940627154063,720575940630097103,AL_R,6,ACH
22623,720575940613437359,720575940638624189,AL_R,12,SER
22628,720575940620030384,720575940609460491,AL_R,34,SER
22634,720575940620929519,720575940619061662,AL_R,5,ACH
22642,720575940610922202,720575940623000858,AL_L,5,ACH
22647,720575940621192436,720575940615669972,AL_L,9,SER
22652,720575940623610919,720575940623000858,AL_L,9,ACH
22671,720575940638564797,720575940611379569,AL_L,5,ACH
22674,720575940627397386,720575940611379569,AL_L,6,ACH
22679,720575940639442595,720575940605758142,AL_R,5,ACH
22681,720575940624641680,720575940616169578,AL_L,8,ACH
22692,720575940628690423,720575940642046453,AL_L,5,ACH
22706,720575940615794619,720575940608970197,AL_L,11,SER
22742,720575940638511267,720575940618385620,AL_L,11,ACH
22744,720575940631741983,720575940623636701,AL_R,5,ACH
22752,720575940617046785,720575940623636701,AL_R,12,ACH
22753,720575940622891923,720575940631683927,AL_R,12,SER
22762,720575940639619792,720575940635933119,AL_L,25,ACH
22779,720575940614174943,720575940630407388,AL_R,7,ACH
22791,720575940630763390,720575940630251791,AL_R,6,ACH
22838,720575940633883744,720575940605758142,AL_R,14,ACH
22861,720575940616938470,720575940630131663,AL_L,28,ACH
22863,720575940627397386,720575940623636701,AL_L,7,ACH
22909,720575940620574305,720575940619071005,AL_R,26,ACH
22952,720575940610185221,720575940623636701,AL_L,5,ACH
22954,720575940637846069,720575940611379569,AL_L,13,SER
22991,720575940644667246,720575940608199748,AL_L,17,ACH
23006,720575940631931183,720575940603985952,AL_L,11,ACH
23035,720575940633259360,720575940616169578,AL_L,8,ACH
23038,720575940624958757,720575940637056887,AL_L,36,ACH
23044,720575940630664273,720575940632403986,AL_R,24,ACH
23049,720575940632014284,720575940631683927,AL_R,14,ACH
23060,720575940618343734,720575940638128474,AL_L,5,ACH
23073,720575940631630893,720575940623636701,AL_R,2,ACH
23083,720575940639443328,720575940613590501,AL_L,5,SER
23109,720575940622977799,720575940605758142,AL_R,7,ACH
23119,720575940629343799,720575940623636701,AL_R,10,ACH
23120,720575940613118610,720575940622792423,AL_L,5,ACH
23137,720575940653913505,720575940618385620,AL_L,5,ACH
23150,720575940611114389,720575940613419695,AL_L,8,SER
23156,720575940628565114,720575940606649865,AL_R,7,ACH
23157,720575940628184040,720575940632403986,AL_L,10,ACH
23163,720575940620577217,720575940606762686,AL_L,5,SER
23169,720575940625821758,720575940630770042,AL_L,47,SER
23173,720575940620319329,720575940609460491,AL_R,22,SER
23186,720575940626811023,720575940628420264,AL_R,6,ACH
23187,720575940637626084,720575940640804853,AL_L,5,SER
23188,720575940631638034,720575940634939327,AL_L,12,ACH
23212,720575940633915327,720575940623118519,AL_L,9,ACH
23215,720575940625050826,720575940632403986,AL_L,6,ACH
23233,720575940611885541,720575940623636701,AL_L,2,ACH
23234,720575940607637340,720575940612714723,AL_R,5,ACH
23255,720575940617056064,720575940605758142,AL_R,5,SER
23261,720575940637255743,720575940632403986,AL_L,11,ACH
23266,720575940621482665,720575940618385620,AL_L,7,ACH
23279,720575940638455459,720575940623636701,AL_R,4,ACH
23281,720575940621862605,720575940633294796,AL_R,10,ACH
23301,720575940603828704,720575940659400577,AL_L,7,SER
23319,720575940623646537,720575940625784153,AL_L,19,ACH
23320,720575940622196518,720575940623636701,AL_L,12,ACH
23333,720575940628358406,720575940614727903,AL_L,20,ACH
23338,720575940638434357,720575940617917760,AL_R,13,ACH
23341,720575940625813081,720575940609282825,AL_R,8,ACH
23349,720575940628632702,720575940632403986,AL_R,19,ACH
23366,720575940618903345,720575940616169578,AL_L,13,ACH
23371,720575940605929394,720575940617295901,AL_R,6,ACH
23487,720575940621554693,720575940633294796,AL_R,5,ACH
23494,720575940607459849,720575940623636701,AL_R,1,ACH
23514,720575940628225323,720575940609282825,AL_R,6,ACH
23596,720575940624163854,720575940649133945,AL_R,5,SER
23606,720575940617483318,720575940609282825,AL_R,5,ACH
23612,720575940623090412,720575940642046453,AL_L,40,ACH
23617,720575940626457290,720575940608970197,AL_L,30,SER
23622,720575940610081746,720575940637594334,AL_R,24,ACH
23636,720575940619798381,720575940635082871,AL_L,7,ACH
23639,720575940622550251,720575940626601994,AL_R,9,ACH
23657,720575940620177601,720575940623000858,AL_L,6,ACH
23683,720575940620932717,720575940633294796,AL_R,7,ACH
23690,720575940627316303,720575940606762686,AL_R,10,ACH
23692,720575940613508970,720575940624057853,AL_L,12,ACH
23696,720575940604876977,720575940630549370,AL_R,37,SER
23700,720575940622745834,720575940624435128,AL_R,5,ACH
23724,720575940611045781,720575940630407388,AL_R,14,ACH
23726,720575940634818296,720575940637526190,AL_L,54,ACH
