,pre_root_id,post_root_id,neuropil,syn_count,nt_type
191581,720575940619219627,720575940623636701,AL_L,40,ACH
191583,720575940615696490,720575940628914692,AL_L,5,ACH
191619,720575940608376132,720575940633294796,AL_R,11,ACH
191626,720575940624365500,720575940631328104,AL_L,6,ACH
191635,720575940631234643,720575940637526190,AL_L,66,ACH
191636,720575940621182889,720575940635249332,AL_R,5,ACH
191639,720575940621482665,720575940622726271,LAL_R,2,ACH
191645,720575940645808931,720575940632403986,AL_L,3,ACH
191647,720575940636754533,720575940632505359,AL_R,5,ACH
191651,720575940633367377,720575940628420264,AL_R,7,ACH
191669,720575940619632148,720575940638128474,AL_L,5,ACH
191675,720575940615490502,720575940608970197,AL_L,6,SER
191694,720575940612096370,720575940632403986,AL_R,25,ACH
191730,720575940643906340,720575940651758838,AL_R,5,ACH
191734,720575940644902179,720575940611379569,AL_L,5,ACH
191736,720575940618937649,720575940613345442,AL_L,5,ACH
191756,720575940633817405,720575940637910106,AL_L,6,DA
191764,720575940615885195,720575940632795532,AL_L,8,ACH
191775,720575940616275174,720575940632403986,AL_R,2,ACH
191777,720575940628452711,720575940632795532,AL_L,11,ACH
191782,720575940640282869,720575940623636701,AL_L,2,SER
191807,720575940618728395,720575940617295901,AL_R,78,ACH
191823,720575940613118610,720575940640803200,AL_R,11,ACH
191850,720575940633668031,720575940632403986,AL_L,11,ACH
191851,720575940627253865,720575940630770042,AL_L,80,ACH
191869,720575940627643398,720575940608628419,AL_R,11,SER
191880,720575940618701703,720575940633294796,AL_R,5,SER
191887,720575940620882714,720575940613167007,AL_L,15,ACH
191895,720575940626907923,720575940611379569,AL_L,5,ACH
191908,720575940620421153,720575940631161570,AL_R,24,ACH
191912,720575940628909623,720575940630066007,AL_R,8,ACH
191924,720575940624211640,720575940621239679,AL_R,5,ACH
191929,720575940622651389,720575940606762686,AL_L,8,ACH
191950,720575940632624813,720575940624661552,AL_R,38,ACH
191961,720575940608313611,720575940616079035,AL_L,19,ACH
191970,720575940614724038,720575940611372714,AL_L,13,ACH
191984,720575940635419237,720575940632698797,AL_R,40,ACH
191985,720575940616653030,720575940627265274,AL_R,1,ACH
191995,720575940622084681,720575940626650776,AL_R,1,ACH
192007,720575940631620712,720575940642086389,AL_R,34,ACH
192009,720575940622084681,720575940632403986,AL_R,11,ACH
192025,720575940637255743,720575940612355507,AL_R,6,ACH
192035,720575940636599182,720575940640803200,AL_R,5,ACH
192044,720575940607239947,720575940606762686,AL_L,8,ACH
192055,720575940619434689,720575940626601994,AL_R,5,ACH
192080,720575940624442000,720575940627042064,AL_R,16,ACH
192098,720575940620193472,720575940630323303,AL_R,21,ACH
192113,720575940638513752,720575940632403986,AL_R,8,ACH
192126,720575940627363349,720575940615073587,AL_L,6,SER
192135,720575940620392374,720575940632403986,AL_L,14,ACH
192149,720575940622242253,720575940623636701,AL_R,36,ACH
192156,720575940638666805,720575940633294796,AL_R,5,ACH
192160,720575940625337546,720575940633804212,AL_L,19,ACH
192169,720575940622070004,720575940622448589,AL_R,5,ACH
192178,720575940614110375,720575940632795532,AL_L,11,ACH
192195,720575940621110305,720575940627708688,AL_L,16,SER
192196,720575940630174208,720575940619456728,AL_R,8,ACH
192222,720575940628280911,720575940630778428,AL_L,5,SER
192235,720575940613637782,720575940616169578,AL_L,6,ACH
192246,720575940620356468,720575940635082871,AL_L,10,ACH
192263,720575940631931183,720575940623788040,AL_L,10,ACH
192299,720575940647978804,720575940623636701,AL_R,26,ACH
192323,720575940620805545,720575940625493400,AL_R,12,ACH
192328,720575940619210375,720575940603985952,AL_L,18,ACH
192346,720575940624211470,720575940622311704,AL_R,7,ACH
192368,720575940627163560,720575940622793310,AL_R,5,ACH
192369,720575940645941102,720575940619766219,AL_R,6,ACH
192374,720575940631741983,720575940644004768,AL_R,5,ACH
192391,720575940631295116,720575940630024566,AL_L,21,ACH
192394,720575940643240904,720575940656090017,AL_L,21,ACH
192395,720575940620511732,720575940615669972,AL_L,13,ACH
192399,720575940625273116,720575940628420264,AL_R,6,ACH
192403,720575940617340646,720575940623788040,AL_L,8,ACH
192405,720575940613337086,720575940639121571,AL_R,8,ACH
192407,720575940633938657,720575940628573519,AL_R,6,ACH
192417,720575940616475732,720575940630407388,AL_R,7,ACH
192418,720575940620110830,720575940616079035,AL_L,13,ACH
192429,720575940630107131,720575940631054634,AL_R,27,ACH
192435,720575940653913505,720575940623636701,AL_L,11,ACH
192436,720575940626048637,720575940623000858,AL_L,8,ACH
192440,720575940624990782,720575940623636701,AL_R,5,ACH
192450,720575940621629189,720575940625493400,AL_R,22,ACH
192459,720575940625852446,720575940623650823,AL_R,5,ACH
192460,720575940625754643,720575940632403986,AL_R,7,SER
192469,720575940622063871,720575940611079236,AL_L,30,SER
192476,720575940627948111,720575940613804259,AL_R,6,ACH
192479,720575940629326841,720575940633294796,AL_R,5,ACH
192485,720575940612621721,720575940617295901,AL_R,7,ACH
192489,720575940615146562,720575940632403986,AL_L,11,ACH
192500,720575940613337086,720575940629279544,AL_R,11,ACH
192532,720575940616844347,720575940603464672,AL_R,28,ACH
192538,720575940621740493,720575940614956072,AL_R,11,ACH
192548,720575940626585481,720575940604407468,AL_R,6,ACH
192555,720575940626822916,720575940606762686,AL_L,14,ACH
192558,720575940629965788,720575940635945919,AL_L,6,ACH
192576,720575940615060290,720575940623636701,AL_R,18,ACH
192582,720575940642599328,720575940606762686,LAL_R,1,ACH
192586,720575940626607626,720575940632795532,AL_L,7,ACH
192609,720575940626111761,720575940606267659,AL_L,7,ACH
192645,720575940623071270,720575940630778428,AL_L,7,SER
192669,720575940628621316,720575940613804259,AL_R,7,ACH
192694,720575940625341880,720575940610408643,AL_L,6,ACH
192710,720575940621482665,720575940622192822,AL_R,5,ACH
192716,720575940616377942,720575940603985952,AL_L,12,ACH
192736,720575940610185221,720575940605758142,AL_R,13,ACH
192738,720575940646136964,720575940632403986,AL_L,7,ACH
192749,720575940610464195,720575940632795532,AL_L,10,ACH
192760,720575940619725844,720575940637628762,AL_R,13,SER
192763,720575940622745834,720575940609282825,AL_R,27,ACH
192768,720575940621398366,720575940623528925,AL_L,41,ACH
192777,720575940615146562,720575940633741229,AL_R,9,ACH
192785,720575940618738853,720575940612714723,AL_R,6,GABA
192787,720575940636599182,720575940634939327,AL_L,19,ACH
192800,720575940616275174,720575940613419695,AL_L,14,ACH
192833,720575940639195776,720575940633294796,AL_R,9,ACH
192834,720575940616140171,720575940623650823,AL_R,7,ACH
192859,720575940639506776,720575940632403986,AL_R,8,ACH
192863,720575940629906060,720575940623636701,AL_R,18,ACH
192872,720575940629098618,720575940619456728,AL_R,12,ACH
192880,720575940621740493,720575940630251791,AL_R,6,ACH
192881,720575940623797321,720575940630066007,AL_R,10,ACH
192886,720575940624366835,720575940619061662,AL_R,6,SER
192894,720575940614102930,720575940623788040,AL_L,5,ACH
192897,720575940617145483,720575940629097922,AL_L,7,ACH
192900,720575940620392374,720575940635945919,AL_L,5,ACH
192910,720575940628599595,720575940623636701,AL_L,12,ACH
192921,720575940631931183,720575940623636701,AL_L,5,ACH
192927,720575940611116386,720575940621103743,AL_R,5,ACH
193015,720575940633850593,720575940631907159,AL_R,5,SER
193017,720575940628314217,720575940623543881,AL_R,9,ACH
193018,720575940628888375,720575940628343634,AL_L,5,ACH
193021,720575940611161237,720575940632403986,AL_R,2,ACH
193064,720575940609590596,720575940633294796,AL_R,5,ACH
193161,720575940623242476,720575940614757974,AL_R,6,ACH
193167,720575940628564350,720575940623636701,AL_R,29,ACH
193179,720575940638069875,720575940622368792,AL_L,16,ACH
193197,720575940625728899,720575940632403986,AL_L,6,ACH
193213,720575940619761473,720575940627214235,AL_R,9,ACH
193216,720575940638099940,720575940623636701,AL_L,6,SER
193224,720575940632889313,720575940625564676,AL_R,14,ACH
193230,720575940622880588,720575940609282825,AL_R,6,SER
193249,720575940606126514,720575940632198442,AL_L,5,ACH
193260,720575940612306138,720575940606337312,AL_R,10,ACH
193268,720575940631923816,720575940638633535,AL_L,19,SER
193275,720575940620912086,720575940625251401,AL_L,6,ACH
193280,720575940619804582,720575940617668747,AL_L,43,ACH
193285,720575940626138378,720575940617668747,AL_L,35,ACH
193290,720575940616377942,720575940627844734,AL_L,12,ACH
193300,720575940627239848,720575940623636701,AL_L,7,ACH
193301,720575940628264721,720575940634545890,AL_R,22,ACH
193303,720575940620750716,720575940622785062,AL_L,6,ACH
193323,720575940643977070,720575940633741229,AL_R,5,ACH
193329,720575940605328230,720575940634545890,AL_R,7,ACH
193339,720575940638487384,720575940616169578,AL_L,12,ACH
193351,720575940644530030,720575940614956072,AL_R,7,ACH
193353,720575940611208818,720575940631462200,AL_R,15,ACH
193357,720575940644667246,720575940623788040,AL_L,9,ACH
193369,720575940621449933,720575940640803200,AL_R,6,SER
193380,720575940644191012,720575940632403986,AL_R,8,SER
193444,720575940644512791,720575940611703080,AL_R,18,ACH
193473,720575940638339773,720575940633294796,AL_R,5,ACH
193503,720575940617534676,720575940621086996,AL_R,45,ACH
193517,720575940621309534,720575940609282825,AL_R,8,ACH
193523,720575940633938657,720575940638128474,AL_L,6,ACH
193526,720575940614724038,720575940638128474,AL_L,9,ACH
193541,720575940617089876,720575940612699761,AL_R,10,ACH
193572,720575940626269468,720575940614309535,AL_L,7,ACH
193583,720575940632351513,720575940632403986,AL_R,5,ACH
193602,720575940621926536,720575940618295454,AL_L,6,ACH
193637,720575940622399172,720575940640697808,AL_L,16,ACH
193655,720575940623567945,720575940640314190,AL_R,5,ACH
193676,720575940623137930,720575940646122804,AL_L,5,ACH
193686,720575940634570744,720575940618295454,AL_L,23,ACH
193696,720575940639053885,720575940612461461,AL_L,9,ACH
193699,720575940634023860,720575940630407388,AL_R,9,ACH
193702,720575940626730058,720575940614727903,AL_L,22,SER
193717,720575940628707600,720575940640803200,AL_R,5,ACH
193730,720575940609533635,720575940623636701,AL_R,17,ACH
193743,720575940637013726,720575940638128474,AL_L,12,ACH
193744,720575940616924701,720575940620465904,AL_L,5,ACH
193746,720575940629724411,720575940622785062,AL_L,14,SER
193747,720575940624917031,720575940623636701,AL_L,6,ACH
193748,720575940621373680,720575940627042064,AL_R,13,ACH
193751,720575940630763390,720575940624435128,AL_R,6,ACH
193762,720575940648191609,720575940633294796,AL_R,12,ACH
193770,720575940624223888,720575940631683927,AL_L,12,ACH
193775,720575940625399600,720575940623543881,AL_R,6,SER
193815,720575940615089970,720575940639080765,AL_R,51,ACH
193826,720575940645824035,720575940609282825,AL_R,8,ACH
193832,720575940635419237,720575940626030776,AL_R,24,ACH
193835,720575940628314217,720575940632403986,AL_R,5,SER
193848,720575940631353764,720575940632795532,AL_L,6,ACH
193865,720575940628619319,720575940623902471,AL_R,11,SER
193879,720575940623085495,720575940616169578,AL_L,5,SER
193902,720575940646094388,720575940627214235,AL_R,8,ACH
193905,720575940615758395,720575940620437339,AL_L,5,SER
193914,720575940631925096,720575940617910848,AL_L,4,ACH
193927,720575940629326841,720575940634303132,AL_R,9,ACH
193933,720575940626179334,720575940625584484,AL_R,8,ACH
193937,720575940633642391,720575940641592795,AL_L,6,ACH
193953,720575940619210375,720575940618499238,AL_R,25,ACH
193962,720575940616398898,720575940638624189,AL_R,18,ACH
193965,720575940628690423,720575940605421442,AL_L,9,ACH
193971,720575940629424195,720575940611379569,AL_L,6,SER
193994,720575940624365500,720575940620437339,AL_L,9,ACH
193995,720575940634967915,720575940609282825,AL_R,6,ACH
194015,720575940606915849,720575940635983770,AL_R,21,ACH
194018,720575940611117425,720575940636873791,AL_L,17,ACH
194045,720575940608615363,720575940634710629,AL_R,5,SER
194052,720575940613664874,720575940640314190,AL_L,4,ACH
194058,720575940613664874,720575940618308825,LAL_L,3,ACH
194078,720575940616857757,720575940616169578,AL_L,8,ACH
194088,720575940611885541,720575940632403986,AL_R,9,ACH
194095,720575940639564496,720575940628882450,AL_R,6,SER
194101,720575940619419757,720575940611379569,AL_L,5,SER
194102,720575940627214891,720575940619931119,AL_L,6,ACH
194129,720575940613858922,720575940619807397,AL_L,5,SER
194130,720575940638804669,720575940623636701,AL_L,11,ACH
194135,720575940610059726,720575940611379569,AL_L,5,SER
194146,720575940608273163,720575940635933119,AL_L,51,ACH
194148,720575940639517016,720575940638719104,AL_L,6,SER
194186,720575940628202089,720575940615073587,AL_L,8,ACH
194187,720575940624671490,720575940623636701,AL_R,20,ACH
194212,720575940623242476,720575940620595053,AL_R,18,ACH
194220,720575940628601344,720575940631526215,AL_L,1,ACH
194221,720575940629043817,720575940656090017,AL_L,23,ACH
194222,720575940631203896,720575940611079236,AL_L,18,SER
194224,720575940633731435,720575940616169578,AL_L,9,ACH
194230,720575940619445464,720575940638288447,AL_L,18,ACH
194232,720575940638026842,720575940623875819,AL_L,15,DA
194258,720575940638513752,720575940621086996,AL_R,58,ACH
194260,720575940630738171,720575940660217985,AL_R,5,ACH
194261,720575940620015201,720575940615366055,AL_R,53,ACH
194271,720575940627996315,720575940619071005,AL_R,39,SER
194277,720575940605266865,720575940634710629,AL_R,7,SER
194280,720575940620421153,720575940630407388,AL_R,9,ACH
194287,720575940625383155,720575940629279544,AL_R,6,ACH
194296,720575940624508341,720575940632403986,AL_R,16,ACH
194302,720575940623638967,720575940632403986,AL_L,1,ACH
194303,720575940613337086,720575940616020795,AL_R,6,ACH
194316,720575940627606375,720575940630340474,AL_R,33,ACH
194342,720575940634995960,720575940613345442,AL_L,6,ACH
194343,720575940619367083,720575940630778428,AL_L,7,SER
194355,720575940622736934,720575940632795532,AL_L,7,ACH
194364,720575940611237034,720575940632795532,AL_L,6,ACH
194374,720575940610015586,720575940656090017,AL_L,28,ACH
194394,720575940635419237,720575940632403986,AL_L,20,ACH
194403,720575940623339495,720575940627042064,AL_R,20,ACH
194446,720575940623747086,720575940609282825,AL_R,9,ACH
194461,720575940628009771,720575940622785062,AL_L,16,DA
194468,720575940617895744,720575940618757666,AL_L,7,ACH
194469,720575940620799009,720575940613864401,AL_R,9,ACH
194475,720575940643183140,720575940631105580,AL_L,5,SER
194498,720575940619632148,720575940621441494,AL_R,12,ACH
194535,720575940616295110,720575940622448589,AL_R,7,ACH
194591,720575940638957400,720575940632403986,AL_R,1,ACH
194695,720575940624739728,720575940606751922,AL_L,6,ACH
194711,720575940629397763,720575940613804259,AL_R,5,ACH
194732,720575940610519747,720575940614956072,AL_R,5,ACH
194737,720575940629235159,720575940611379569,AL_L,8,SER
194739,720575940612166553,720575940632795532,AL_L,5,DA
194746,720575940620705012,720575940632795532,AL_L,13,ACH
194751,720575940625492057,720575940644961588,AL_L,7,SER
194767,720575940639625286,720575940604407468,AL_R,5,SER
194772,720575940618960555,720575940632403986,AL_R,13,ACH
194842,720575940634057976,720575940634303132,AL_R,5,ACH
194872,720575940635094426,720575940638624189,AL_R,17,SER
194877,720575940622219478,720575940623636701,AL_L,7,SER
194906,720575940653542817,720575940616079035,AL_L,14,ACH
194908,720575940609586645,720575940638633535,AL_L,30,SER
194946,720575940618606983,720575940632403986,AL_R,6,ACH
194953,720575940623265258,720575940611703080,AL_R,9,ACH
194963,720575940621137833,720575940609282825,AL_R,5,ACH
194966,720575940604675430,720575940612714723,AL_R,5,DA
195015,720575940621137833,720575940624515571,AL_L,30,ACH
195020,720575940628553731,720575940606590338,AL_R,28,ACH
195030,720575940615146562,720575940617299131,AL_R,7,ACH
195048,720575940636767856,720575940631526215,AL_R,5,ACH
195053,720575940638513752,720575940638128474,AL_L,10,ACH
195056,720575940616944251,720575940623000858,AL_L,9,ACH
195066,720575940623638967,720575940605758142,AL_R,9,ACH
195075,720575940620912086,720575940630407388,AL_R,6,SER
195095,720575940621873677,720575940611379569,AL_L,5,ACH
195103,720575940626279557,720575940627353426,AL_L,7,SER
195118,720575940626698568,720575940630097103,AL_R,22,ACH
195141,720575940639030094,720575940632403986,AL_L,7,ACH
195143,720575940634884971,720575940625564676,AL_R,8,ACH
195146,720575940625337546,720575940603985952,AL_L,27,ACH
195160,720575940633938657,720575940621441494,AL_R,12,ACH
195172,720575940628264721,720575940631907159,AL_R,12,ACH
195178,720575940619903664,720575940632403986,AL_R,6,ACH
195209,720575940643977070,720575940631683927,AL_R,5,GLUT
195226,720575940615833174,720575940626986885,AL_R,21,ACH
195232,720575940628210255,720575940617668747,AL_L,15,ACH
195236,720575940618759128,720575940623636701,AL_L,6,ACH
195250,720575940611116386,720575940623739076,AL_R,5,ACH
195251,720575940605309542,720575940637231593,AL_L,25,ACH
195267,720575940645612579,720575940649045369,AL_R,5,SER
195282,720575940633802045,720575940632795532,AL_L,6,ACH
195288,720575940634622303,720575940623636701,AL_R,8,ACH
195289,720575940624853600,720575940621086996,AL_R,20,ACH
195309,720575940620675711,720575940623875819,AL_L,8,ACH
195322,720575940619219627,720575940640314190,AL_R,10,ACH
195325,720575940626811023,720575940631683927,LAL_R,1,ACH
195357,720575940616653030,720575940620249941,AL_R,12,ACH
195358,720575940621072297,720575940637594334,AL_R,28,ACH
195378,720575940633813309,720575940625990277,AL_L,8,ACH
195400,720575940613118610,720575940628914692,AL_L,5,ACH
195409,720575940653913505,720575940628573519,AL_R,7,ACH
195412,720575940627060476,720575940635933119,AL_L,28,ACH
195416,720575940617313510,720575940608970197,AL_L,17,SER
195424,720575940632356066,720575940642086389,AL_R,7,SER
195449,720575940615380530,720575940632795532,AL_L,5,ACH
195464,720575940623322697,720575940611379569,AL_L,5,ACH
195470,720575940636741488,720575940638633535,AL_L,24,SER
195476,720575940629154810,720575940631105580,AL_L,6,ACH
195486,720575940613053393,720575940624001321,AL_L,25,ACH
195491,720575940621804329,720575940632403986,AL_L,5,ACH
195511,720575940659447937,720575940621398254,AL_L,5,ACH
195553,720575940632404706,720575940628822248,AL_R,7,ACH
195561,720575940625889625,720575940623000858,AL_L,6,ACH
195586,720575940628290895,720575940631054634,AL_R,13,ACH
195628,720575940613201814,720575940610408643,AL_L,8,ACH
195629,720575940633259360,720575940639080765,AL_R,51,ACH
195648,720575940622276791,720575940609282825,AL_R,5,ACH
195652,720575940634570744,720575940623636701,AL_R,8,ACH
195657,720575940620024560,720575940626143806,AL_R,12,GABA
195691,720575940629918459,720575940623636701,AL_R,11,ACH
195695,720575940616578777,720575940634303132,AL_R,5,ACH
195708,720575940634860143,720575940632795532,AL_L,5,ACH
195724,720575940605328230,720575940606762686,AL_L,11,ACH
195729,720575940610189358,720575940617295901,AL_R,5,SER
195732,720575940620133568,720575940609282825,AL_R,18,ACH
195740,720575940629497431,720575940631328104,AL_L,5,ACH
195778,720575940618960555,720575940633294796,AL_R,12,ACH
195789,720575940638229080,720575940620551259,AL_L,5,ACH
195793,720575940620574305,720575940630770042,AL_L,57,SER
195796,720575940628800277,720575940631683927,AL_L,6,ACH
195820,720575940627817260,720575940623875819,AL_L,13,ACH
195835,720575940606001074,720575940623636701,AL_L,2,SER
195838,720575940632014284,720575940628822248,AL_R,6,ACH
195852,720575940628285450,720575940618385620,AL_L,8,ACH
195857,720575940610185221,720575940632403986,AL_R,47,ACH
195893,720575940629270487,720575940614956072,AL_R,14,ACH
195904,720575940614548253,720575940623000858,AL_L,11,GABA
195907,720575940639114557,720575940634545890,AL_R,6,ACH
195919,720575940635081464,720575940632198442,AL_L,5,ACH
195934,720575940628407375,720575940624435128,AL_R,5,ACH
195951,720575940635838565,720575940632403986,AL_R,5,ACH
195953,720575940626976522,720575940632795532,AL_L,10,ACH
195966,720575940621349590,720575940634545890,AL_R,6,ACH
195968,720575940626451864,720575940618385620,AL_L,5,ACH
195973,720575940629527670,720575940627035388,AL_L,12,ACH
195977,720575940627043048,720575940623444715,AL_L,57,ACH
195981,720575940618696920,720575940606762686,AL_R,7,SER
196022,720575940614993932,720575940616079035,AL_L,10,ACH
196031,720575940625442192,720575940630407388,AL_R,7,ACH
196067,720575940623482355,720575940631907159,AL_R,5,ACH
196074,720575940609924306,720575940640314190,AL_L,3,ACH
196086,720575940625162515,720575940607990229,AL_L,17,SER
196093,720575940640282869,720575940632403986,AL_L,1,DA
196110,720575940630062587,720575940646122804,AL_L,5,ACH
196136,720575940614522847,720575940625251401,AL_L,11,ACH
196146,720575940628703993,720575940623707575,AL_R,5,ACH
196180,720575940628953210,720575940631683927,LAL_R,1,ACH
196181,720575940628599296,720575940606762686,LAL_L,1,ACH
196224,720575940638855733,720575940613804259,AL_R,6,ACH
196326,720575940629918762,720575940632403986,AL_L,1,ACH
196385,720575940644028452,720575940611079236,AL_L,19,SER
196387,720575940616653030,720575940617175965,AL_L,54,ACH
196404,720575940629020176,720575940649045369,AL_R,9,SER
196417,720575940631201311,720575940616020795,AL_R,10,ACH
196436,720575940633671319,720575940630407388,AL_R,9,ACH
196475,720575940624366835,720575940632795532,AL_L,5,ACH
196480,720575940632677145,720575940635082871,AL_L,17,ACH
196489,720575940617616345,720575940649045369,AL_R,20,SER
196493,720575940621304325,720575940623636701,AL_L,6,ACH
196503,720575940621326874,720575940609460491,AL_R,26,SER
196508,720575940639004032,720575940630407388,AL_R,6,ACH
196523,720575940629153274,720575940612475598,AL_L,5,ACH
196538,720575940631934023,720575940628739560,AL_L,21,ACH
196541,720575940629543644,720575940609282825,AL_R,10,ACH
196549,720575940635708267,720575940621239679,AL_R,5,ACH
196555,720575940613664874,720575940623000858,AL_L,7,ACH
196559,720575940626984274,720575940633294796,AL_R,9,ACH
196569,720575940628553731,720575940623636701,AL_R,1,ACH
196574,720575940631240296,720575940631907159,AL_R,4,ACH
196598,720575940633850593,720575940614727903,AL_L,23,SER
196626,720575940624878992,720575940629947439,AL_R,6,ACH
196631,720575940614257986,720575940642086389,AL_R,7,ACH
196645,720575940622269734,720575940612699761,AL_R,6,ACH
196647,720575940630990732,720575940628882450,AL_R,5,SER
196649,720575940616275174,720575940630131663,AL_L,7,ACH
196657,720575940626111761,720575940634545890,AL_R,12,ACH
196662,720575940620148059,720575940628059978,AL_R,6,ACH
196666,720575940636227696,720575940644362788,AL_L,5,SER
196676,720575940625288423,720575940633165025,AL_R,6,ACH
196695,720575940628390811,720575940631328104,AL_L,8,ACH
196711,720575940629296254,720575940616169578,AL_L,5,SER
196723,720575940607059634,720575940632403986,AL_L,8,ACH
196729,720575940618696920,720575940630770042,AL_L,55,ACH
196738,720575940614212514,720575940623000858,AL_L,7,ACH
196746,720575940617034013,720575940636873791,AL_L,22,ACH
196762,720575940619632148,720575940627265274,AL_R,5,ACH
196766,720575940628061968,720575940631193052,AL_R,24,ACH
196776,720575940631925096,720575940617295901,AL_R,13,ACH
196784,720575940632920545,720575940623444715,AL_L,18,ACH
196822,720575940626589053,720575940615073587,AL_L,10,ACH
196825,720575940647978804,720575940632835688,AL_R,5,ACH
196838,720575940628264721,720575940623636701,AL_R,33,ACH
196856,720575940628202089,720575940624435128,AL_R,6,ACH
196870,720575940620802230,720575940614756589,AL_R,7,SER
196880,720575940629249591,720575940633294796,AL_R,8,ACH
196916,720575940631997068,720575940637208718,AL_L,6,ACH
196917,720575940638165875,720575940633294796,AL_R,6,ACH
196919,720575940617022277,720575940623902471,AL_R,6,ACH
196925,720575940609924306,720575940631683927,AL_R,7,ACH
196926,720575940617577797,720575940630770042,AL_L,50,ACH
196927,720575940616938470,720575940634715743,AL_L,9,ACH
196938,720575940607927817,720575940623636701,AL_R,16,SER
196944,720575940616311513,720575940612197374,AL_R,14,ACH
196967,720575940618784891,720575940638128474,AL_L,15,GABA
196979,720575940628769662,720575940611379569,AL_L,7,ACH
196980,720575940631911761,720575940623636701,AL_L,4,DA
196982,720575940621304325,720575940638128474,AL_L,5,DA
197004,720575940626048637,720575940644004768,AL_R,18,ACH
197022,720575940628599746,720575940622287142,AL_R,17,ACH
197033,720575940635850488,720575940625564676,AL_R,5,ACH
197042,720575940626860487,720575940627035388,AL_L,8,ACH
197043,720575940615723350,720575940631105580,AL_L,5,ACH
197047,720575940623607527,720575940642046453,AL_L,28,ACH
197050,720575940628044560,720575940611379569,AL_L,5,ACH
197061,720575940623235848,720575940620189790,AL_L,12,ACH
197101,720575940629239852,720575940629947439,AL_R,8,ACH
197104,720575940618759128,720575940638583869,AL_R,6,ACH
197107,720575940629336770,720575940634545890,AL_R,5,ACH
197123,720575940630648438,720575940616169578,AL_L,7,SER
197136,720575940628601344,720575940610408643,AL_L,12,ACH
197148,720575940638487384,720575940623000858,AL_L,8,ACH
197150,720575940614548765,720575940637910106,AL_L,14,ACH
197153,720575940617058521,720575940616169578,AL_L,12,ACH
197156,720575940620253311,720575940623636701,AL_R,12,ACH
197172,720575940623750852,720575940630407388,AL_R,5,ACH
197197,720575940628769662,720575940630340474,AL_R,6,ACH
197215,720575940622440840,720575940638633535,AL_L,24,ACH
197216,720575940618640542,720575940626624275,AL_L,5,ACH
197243,720575940615831947,720575940624515571,AL_L,27,ACH
197249,720575940620030384,720575940632795532,AL_L,7,SER
197250,720575940623603495,720575940630225403,AL_R,6,ACH
197258,720575940623080132,720575940625977802,AL_R,8,ACH
197262,720575940631228719,720575940638633535,AL_L,20,SER
197275,720575940630958673,720575940611379569,AL_L,6,ACH
197280,720575940619638950,720575940627042064,AL_R,28,ACH
197302,720575940619558235,720575940635604581,AL_R,5,SER
197312,720575940637887872,720575940617910848,AL_R,44,ACH
197321,720575940630846019,720575940623636701,AL_L,4,ACH
197326,720575940631295116,720575940616169578,AL_L,7,SER
197350,720575940610059726,720575940618385620,AL_L,5,DA
197403,720575940621309534,720575940637526190,AL_L,46,ACH
197405,720575940635095321,720575940607687260,AL_R,11,ACH
197415,720575940632224031,720575940633294796,AL_R,7,ACH
197416,720575940621378580,720575940611379569,AL_L,9,ACH
197418,720575940639506776,720575940616758322,AL_R,5,ACH
197427,720575940626907923,720575940639121571,AL_R,9,ACH
197433,720575940617598621,720575940632403986,AL_R,5,ACH
197437,720575940645808931,720575940628059978,AL_R,5,ACH
197439,720575940639080526,720575940630770042,AL_L,59,ACH
197440,720575940619219627,720575940632403986,AL_R,2,ACH
197481,720575940606126514,720575940644961588,AL_L,8,ACH
197497,720575940622604749,720575940611703080,AL_R,9,SER
197504,720575940627370027,720575940632795532,AL_L,26,ACH
197514,720575940621654298,720575940660217985,AL_R,8,ACH
197530,720575940616076219,720575940635945919,AL_L,13,ACH
197543,720575940613563538,720575940609282825,AL_R,9,ACH
197564,720575940610185221,720575940633294796,AL_R,27,ACH
197611,720575940611696370,720575940638633535,AL_L,23,SER
197616,720575940655010209,720575940632795532,AL_L,8,SER
197627,720575940617056064,720575940637623780,AL_R,5,ACH
197640,720575940626138378,720575940630407388,AL_R,9,ACH
197648,720575940616923945,720575940630546540,AL_L,18,ACH
197659,720575940621654298,720575940629546538,AL_L,5,ACH
197670,720575940616783361,720575940614944977,AL_L,22,ACH
197677,720575940623594248,720575940618385620,AL_L,7,ACH
197689,720575940622550251,720575940631683927,AL_R,8,ACH
197696,720575940625442192,720575940613804259,AL_R,8,ACH
197697,720575940628769662,720575940628573519,AL_R,17,ACH
197703,720575940624091061,720575940608199748,AL_L,7,ACH
197710,720575940632091951,720575940632403986,AL_L,32,ACH
197721,720575940611357938,720575940637208718,AL_L,7,SER
197726,720575940619451233,720575940630770042,AL_L,57,ACH
197735,720575940646514740,720575940631683927,AL_R,5,ACH
197747,720575940620831265,720575940611079236,AL_L,30,SER
197813,720575940617479169,720575940623636701,AL_R,6,ACH
197818,720575940603430112,720575940634325087,AL_R,6,ACH
197831,720575940619430571,720575940623636701,AL_R,8,ACH
197899,720575940627820649,720575940635604581,AL_R,5,SER
197971,720575940617642580,720575940622811430,AL_L,6,ACH
197974,720575940617046785,720575940604352172,AL_R,9,SER
197997,720575940623090412,720575940615073587,AL_L,5,ACH
198017,720575940608053852,720575940628420264,AL_R,10,ACH
198035,720575940608928324,720575940639337461,AL_R,6,ACH
